comment,sentiment
مآب الأحمد ابدا مو انتي وبالاخر بتنصبي ع امي وهي بترتبا,N
وزير جملة الوضع تحت السيطرة والطلاب راغبين بإكمال تعليمهم دون الحاجة للإيقاف,N
وزارة الكهرباء,N
متألق ربي يحميك,P
بس يجي عبالو بيعمل كتاب براني وبيجيب شهود وبيتزوج  قال اهلية الزواج,N
الله يشفيهم للسوريين اللي سافرو شو طلعو بخجلو,G
ياريت تكفوا طريقكم على جبله وتشوفوا هالكبار بالعمر,N
والله يا استاذ بدك تدور على السبب يلي خلى رهف تروح مخدرات,N
صافي محمد,N
اخي رجاع كتبلن الموشح,N
والله كتير هالغرامة وين صارت البلد الله يتلطف احسن شي,G
بلتوفيق لنادينا العظيم,P
نفس الاسم,N
لا بس عوضت الفرق بالجامعة,N
عادي بقلو موديل وحابب غير لفترة,N
كلنا بهالبلد رح ننتحر رجال نساء اطفال شيوخ,G
شكرا لانو بتذكرونا بهيك كلام,P
بدنا نسهر هون شي سهرة,N
اي والله وكتير دوووم اهلي هنن سبب مفاجئتي الله لايحرمني منن,P
بتسوقوني سيارة الاسعاف,N
الله يعطيه العافية,P
هو طلبه شقرا وحلوة كتير بس ي الله حط بلخرج ونقاكي فلا تبخلي عليه بلوصال,N
طول عمركن قاعدينةعم تعدلو خلايا الالياف الجذعية للألياف العنكبوتية,N
ضروري محاسب,N
اهم شي انه كفو,P
عادي بكون اضطر يصفق  قصدي يحضر الخطاب,N
الإقامة الذهبية متعبة جدا الحصول عليها,N
لبينما يخلصو الدراسات و التجارب و ينتجو اللقاح بيكون تغير بمكان جديد و طفرة جديدة و جائحة جديدة و الحلقة المفرغة بتستمر و ما بتخلص,N
أكيد عمتحكي عن الحيوانات يلي بقوصو بالسيده زينب,G
الكرم شي جميل,P
صار بدك هكر محترف لحتى يساويلك تسجيل دخول,N
قانون سوريا,N
هي بتجي بيت الاحلام للفقير,N
نور تركت المدرسة لانو ما الها خلق للدراسة بتجو تقولو حلت لرفيقتا,G
شبعنا قوانين,G
ليش كشاش الحمام مانو ابن عالم وناس هلا شو بدنابالعرف ما بتقبل بس بالقانون تصح طالمة متوفر فيه الاهلية والعقل,N
يمكن عكهربا هاي متل لنازلين مع مكيف ساخن بارد ب  الف,N
و  بس تكون الشهادة فعالة بنصير حريصين نبعت الاولاد ع المدرسة لان كل سنة في اعداد هائلة خريجين وماعم يلاقو شغل,G
أعظم من غنى الوحش,P
ليش عنجد في حدا بيعتبر هي مسخرة او بيستخدم هالكلمتين أصلا,G
هي جهنم الحمرا,G
الله يطعمنا متل ماطعمك ياشادي دخلو الباري,P
الله يشفيا,P
شو ذكية وصف دقيق لهالمرحلة بالفعل,P
محكمة قانون وهي ليست من درجات التقاضي,N
يلي عندو سابا يلحق يبيعها قبل ماينضرب سوقها وشيري كمان,N
ايه دا وانا الي كنت فاكرة ان اي موسيقى مافيها كلمات اسمها كلاسيكية,N
يااا رب,P
نتيجة مبشرة بس انشالله الأداء يكون مبشر مبروك لنسورنا,P
كتيب رائع وسيم,P
قعدة سطح عندي احلى بهيك ازمة,N
قتل احد الاصول او الفروع,N
خلي القيادة الحكيمة تدفع,N
ليش فينهم يتحركو شوف الازمه اللي عاملينا لحالهم بالاول ههههه,G
سمعتي اختي المواطنه,N
شايف لمعة حزن بعيونها,N
الغلاظة كترانة,G
لفة ولا كماج,N
بأنو جبل,N
تذكرت هديك لي كانت مع نيشان وقالتلو بدي مخط,N
ولك الله يخرب بيتك مو كلشي المال شو هل منظر ر ديعان هل شبوبية,G
لا هاد مارح يكون فنان بالحب وانت لازمك فنان يعلمك أصول الحب عقول القيصر,N
هلا م عاد تنقطع الكهربا لنشوفا,G
الانطظار سيد الاحكام يا ابو القمابل,N
مافي داعي نشتكي لان عالفاضي ماحدا عم يرد من شهور والخطوط عنا معطله  وبالمقسم بيعرفو بها الشي بس لاحياة لمن تنادي مقسم البصه,G
وازن يخزي العين عنك الله يحميك,G
وجع راسي والله,N
دكتور جامعة وال اااه تبعيتو احسن من مايا خليفة وبتقولو ارتباك واعاقة,G
لما اشرب ليتر الويسكي لحالي,N
كتير صح وحياه الله طبعا ياريت بيحسو او بيتاثرو لانو المهم عندن مظهرن هنن وبريستيجون بغض النظر شو صاير بالطرف التاني,N
بستغرب بالعالم يلي بتصارح حالا انو الجفاف لوين واصل عنكن,N
بدو يصير مجاعة حراس يعني,G
مو بس بسبب الزودة,N
كنة نكدة وما بينمزح معها,G
محكمة القانون,N
لكن يا اولاد الشرموطة مابتلحقو اولاد المسؤلين بتلحقو الموتورية,G
خدا نقعا وشراب ميتا,G
تركوكي بحالك رجعوا لجرائمي انبسطي,N
الله يساعدو لمحمد بس بدي افهم كيف محمد ضل عايش لحتى نشب الحريق,G
كل مكدوسة رح تكلفنا  ليرة,N
لو ما كتبتو بسكوت كنت فكرت شي تاني,N
ان شاء الله عمرو مايتاكل بنحسب مافي مكدوس في الدنيا,G
نجوى السلامة  حبيبة قلبي,P
تعا يا غالي,P
ام محمد الشامية جربي,N
منيح عرفنا هل المعلومة منشان ننصح الاقارب,N
امانه لاتكوني متلها بعرفك الك خبصاات,N
نحنه ماعاد عنا طبقة متوسطه يا اغنياء يا تحت الصفر,G
بطل شي يتحفز تمسحنا,G
في خربطه بالخيال,N
والله بلاش بس مشكله الواحد مش قاعد يفضه,N
شارع العشاق,N
برافو عليكن,P
رح نكون كتير مستعدين,N
الحمد الله مارسبت ولابمادة ولاقدمت تكميلي,P
والبوظة محتاجة كهربا,N
انا ما بخاف اوقع وانا مطمن لأن ما عندي شي خاف عليه,P
الك كذا يوم بدك نطلع ونودي الكتب شو منشان,N
هات حبه واحده,N
حبيت اعتذر منك عن كل المرات,N
هل يوجد لها مركز صيانة او قطع تبديل متوفرة,N
بالقانون طبعا لا لأن الخطبة هي وعد بالزواج فقط,N
والله بالاكتر حافظة عشرة لهلا,N
هلق انا وقعة وتجوزة بس بلا يدرا التاربخ ب هل وقعة,N
بالتوفيق ان شالله والمزيد من التفوق,P
الله يرحمك ياحماتي ولله بتمنى تكون عايشة لحطا بعيوني,P
هاد يلي بينقال عنو زلمة بمعنى الكلمة,P
تشدد لانو هي حالة سكر قصدا لارتكاب جريمة,N
كتاب ليس له اي قيمة عبارة عن صف كلام متناقض وعشوائي فقط كي يخلق فكرة مايسمى بالامة السورية وهذه الفكرة ساذجة ولا يوجد أي واقع تاريخي يدعمها هو انطون سعادة كان شخص تائه حاول اعادة نموذج النازية في سورية,G
سنه لنفهم,N
لو تعاقبت بتضل ربحانة,N
احساس بالحرارة العاليه لكن جهنم لي نحنا فيها شو وضعا,G
الإعدام  لأن قتل عمد والجدة من الأصول,G
شاد بحبه,N
اذا عنا لسوريا وعندها واسطة بتعدم القاضي وهي بتطلع براءة,N
بدنا ارتكاز بدل العنز الي فقص ومدافع بدل عبد الله انتو بتتحملو مسؤولية وهي السنة بدنا دوري وكأس لان,N
كل عام وانتم بألف خير,P
القانون لا يحمي كل من تعمد في كسر بنوده,G
نسيتو فرقه كمان,N
والله باقيلي ل انكليزي و,N
اب لخل,N
بتهمنا للشعر,N
انا اجوائي الاجرام,G
سعر جمركة هاتف ايفون اكس ماكس,N
احلا والطف من هيك ماشفت,P
شي بيخري,G
اعوذ بالله هى ناقصه,G
كنا رحنا لو سمعانين فيه كانو كييفو الولاد,N
كلو يرجع للتربيه خال,N
المفروض يكون نام حدا ب التابوت هاد الحب الحقيقي وقبروهن وهن على قيد الحياة ويقضو عمر العسل في نار جهنم,G
ليش اسما الذكورية السامة,N
الزوجة عيب تزني ام الرجل حلال  حرية الراي,G
